energy_eV,dos,integrated_dos
-14.979,0.7943E-03,0.2000E+01
-14.959,0.1215E-02,0.2000E+01
-14.939,0.1837E-02,0.2000E+01
-14.919,0.2749E-02,0.2000E+01
-14.899,0.4070E-02,0.2000E+01
-14.879,0.5960E-02,0.2000E+01
-14.859,0.8634E-02,0.2001E+01
-14.839,0.1237E-01,0.2001E+01
-14.819,0.1754E-01,0.2001E+01
-14.799,0.2460E-01,0.2002E+01
-14.779,0.3414E-01,0.2002E+01
-14.759,0.4685E-01,0.2003E+01
-14.739,0.6361E-01,0.2005E+01
-14.719,0.8545E-01,0.2006E+01
-14.699,0.1135E+00,0.2008E+01
-14.679,0.1492E+00,0.2011E+01
-14.659,0.1941E+00,0.2015E+01
-14.639,0.2496E+00,0.2020E+01
-14.619,0.3177E+00,0.2027E+01
-14.599,0.3999E+00,0.2035E+01
-14.579,0.4980E+00,0.2045E+01
-14.559,0.6135E+00,0.2057E+01
-14.539,0.7477E+00,0.2072E+01
-14.519,0.9015E+00,0.2090E+01
-14.499,0.1075E+01,0.2111E+01
-14.479,0.1268E+01,0.2137E+01
-14.459,0.1481E+01,0.2166E+01
-14.439,0.1709E+01,0.2201E+01
-14.419,0.1953E+01,0.2240E+01
-14.399,0.2206E+01,0.2284E+01
-14.379,0.2466E+01,0.2333E+01
-14.359,0.2727E+01,0.2388E+01
-14.339,0.2983E+01,0.2447E+01
-14.319,0.3228E+01,0.2512E+01
-14.299,0.3456E+01,0.2581E+01
-14.279,0.3660E+01,0.2654E+01
-14.259,0.3834E+01,0.2731E+01
-14.239,0.3974E+01,0.2810E+01
-14.219,0.4074E+01,0.2892E+01
-14.199,0.4132E+01,0.2974E+01
-14.179,0.4146E+01,0.3057E+01
-14.159,0.4115E+01,0.3140E+01
-14.139,0.4040E+01,0.3221E+01
-14.119,0.3925E+01,0.3299E+01
-14.099,0.3771E+01,0.3374E+01
-14.079,0.3585E+01,0.3446E+01
-14.059,0.3371E+01,0.3514E+01
-14.039,0.3136E+01,0.3576E+01
