energy_eV,dos,integrated_dos
-16.753,0.2803E-11,0.6000E+01
-16.733,0.1268E-11,0.6000E+01
-16.713,0.5677E-12,0.6000E+01
-16.693,0.2514E-12,0.6000E+01
-16.673,0.1101E-12,0.6000E+01
-16.653,0.4770E-13,0.6000E+01
-16.633,0.2045E-13,0.6000E+01
-16.613,0.8670E-14,0.6000E+01
-16.593,0.3637E-14,0.6000E+01
-16.573,0.1509E-14,0.6000E+01
-16.553,0.6196E-15,0.6000E+01
-16.533,0.2516E-15,0.6000E+01
-16.513,0.1011E-15,0.6000E+01
-16.493,0.4018E-16,0.6000E+01
-16.473,0.1581E-16,0.6000E+01
-16.453,0.6179E-17,0.6000E+01
-16.433,0.2464E-17,0.6000E+01
-16.413,0.1171E-17,0.6000E+01
-16.393,0.1060E-17,0.6000E+01
-16.373,0.2027E-17,0.6000E+01
-16.353,0.4998E-17,0.6000E+01
-16.333,0.1278E-16,0.6000E+01
-16.313,0.3255E-16,0.6000E+01
-16.293,0.8209E-16,0.6000E+01
-16.273,0.2048E-15,0.6000E+01
-16.253,0.5056E-15,0.6000E+01
-16.233,0.1235E-14,0.6000E+01
-16.213,0.2983E-14,0.6000E+01
-16.193,0.7128E-14,0.6000E+01
-16.173,0.1685E-13,0.6000E+01
-16.153,0.3941E-13,0.6000E+01
-16.133,0.9118E-13,0.6000E+01
-16.113,0.2087E-12,0.6000E+01
-16.093,0.4725E-12,0.6000E+01
-16.073,0.1058E-11,0.6000E+01
-16.053,0.2345E-11,0.6000E+01
-16.033,0.5139E-11,0.6000E+01
-16.013,0.1114E-10,0.6000E+01
-15.993,0.2390E-10,0.6000E+01
-15.973,0.5072E-10,0.6000E+01
-15.953,0.1065E-09,0.6000E+01
-15.933,0.2211E-09,0.6000E+01
-15.913,0.4542E-09,0.6000E+01
-15.893,0.9230E-09,0.6000E+01
-15.873,0.1856E-08,0.6000E+01
-15.853,0.3691E-08,0.6000E+01
-15.833,0.7261E-08,0.6000E+01
-15.813,0.1413E-07,0.6000E+01
-15.793,0.2721E-07,0.6000E+01
-15.773,0.5182E-07,0.6000E+01
